gene_id	tx_id(s)[RSEM]	tx_id(s)[tranquant]	tx_id_agreement	length[RSEM]	length[tranquant]	TPM[RSEM]	TPM[tranquant]	tpm_equality	tpm_difference
ENSMUSG00000028545	ENSMUST00000030274,ENSMUST00000123667,ENSMUST00000129760,ENSMUST00000130523,ENSMUST00000138394,ENSMUST00000139876	ENSMUST00000030274,ENSMUST00000129760,ENSMUST00000139876,ENSMUST00000130523,ENSMUST00000123667,ENSMUST00000138394	True	1188.02	45293	8.84	0.7191422569177074	False	8.120857743082292
ENSMUSG00000097793	ENSMUST00000181520	ENSMUST00000181520	True	4608.00	4977	1.01	1.134736514118712	False	0.124736514118712
ENSMUSG00000087510	ENSMUST00000141892	ENSMUST00000141892	True	701.00	1536	0.50	0.2565217855545435	False	0.24347821444545648
ENSMUSG00000032507	ENSMUST00000035090,ENSMUST00000117537,ENSMUST00000127352,ENSMUST00000139757,ENSMUST00000141832,ENSMUST00000143180	ENSMUST00000117537,ENSMUST00000035090,ENSMUST00000143180,ENSMUST00000139757,ENSMUST00000127352	False	2549.62	82555	22.53	1.837523143426017	False	20.692476856573983
ENSMUSG00000032890	ENSMUST00000071093,ENSMUST00000106283,ENSMUST00000132895,ENSMUST00000171363	ENSMUST00000132895,ENSMUST00000071093,ENSMUST00000106283,ENSMUST00000171363	True	5482.39	41764	2.40	0.7484608442805873	False	1.6515391557194126
ENSMUSG00000009876	ENSMUST00000010020,ENSMUST00000109821	ENSMUST00000010020,ENSMUST00000109821	True	727.00	10865	0.97	0.14505935116862545	False	0.8249406488313745
ENSMUSG00000031604	ENSMUST00000034015,ENSMUST00000132013,ENSMUST00000135943,ENSMUST00000140861,ENSMUST00000141021,ENSMUST00000145216,ENSMUST00000147419	ENSMUST00000034015,ENSMUST00000145216,ENSMUST00000132013,ENSMUST00000140861,ENSMUST00000147419,ENSMUST00000135943,ENSMUST00000141021	True	1397.74	15654	20.22	5.982165385677747	False	14.237834614322253
ENSMUSG00000086227	ENSMUST00000139614	ENSMUST00000139614	True	664.00	20667	2.14	0.07626021437301568	False	2.0637397856269843
ENSMUSG00000087185	ENSMUST00000137123,ENSMUST00000143995,ENSMUST00000147082	ENSMUST00000143995,ENSMUST00000147082	False	657.00	8854	0.36	0.7120261352821845	False	0.3520261352821845
ENSMUSG00000046408	ENSMUST00000060357,ENSMUST00000140120,ENSMUST00000172548,ENSMUST00000174570,ENSMUST00000174587	ENSMUST00000140120	False	848.00	3269	0.27	0.08035433111283344	False	0.18964566888716658
ENSMUSG00000024866	ENSMUST00000054030	ENSMUST00000054030	True	1505.00	3438	0.38	0.1910109863349713	False	0.1889890136650287
ENSMUSG00000025531	ENSMUST00000026607,ENSMUST00000113388,ENSMUST00000133469,ENSMUST00000135821,ENSMUST00000153417	ENSMUST00000026607,ENSMUST00000113388,ENSMUST00000153417,ENSMUST00000135821,ENSMUST00000133469	True	3790.41	144925	29.09	2.222139769591356	False	26.867860230408645
ENSMUSG00000032452	ENSMUST00000035027,ENSMUST00000162295	ENSMUST00000035027,ENSMUST00000162295	True	4280.29	588787	47.90	0.4965479150489734	False	47.40345208495103
ENSMUSG00000030443	ENSMUST00000062765,ENSMUST00000108560,ENSMUST00000123868,ENSMUST00000127658,ENSMUST00000135435,ENSMUST00000165705	ENSMUST00000062765,ENSMUST00000108560,ENSMUST00000123868,ENSMUST00000135435,ENSMUST00000127658,ENSMUST00000165705	True	2269.80	15626	7.10	3.126722473048802	False	3.9732775269511977
ENSMUSG00000032320	ENSMUST00000114276,ENSMUST00000144869,ENSMUST00000147842,ENSMUST00000151585	ENSMUST00000147842,ENSMUST00000114276,ENSMUST00000151585,ENSMUST00000144869	True	2118.66	20038	14.66	3.2772520761534656	False	11.382747923846534
ENSMUSG00000043441	ENSMUST00000058535,ENSMUST00000149007	ENSMUST00000058535,ENSMUST00000149007	True	2943.47	76064	1.70	0.08115455731468942	False	1.6188454426853105
ENSMUSG00000052769	ENSMUST00000064809	ENSMUST00000064809	True	1577.00	1591	1.36	1.5684751287709613	False	0.2084751287709612
ENSMUSG00000020128	ENSMUST00000006221,ENSMUST00000109578,ENSMUST00000132017,ENSMUST00000132146,ENSMUST00000143932,ENSMUST00000153159,ENSMUST00000153411	ENSMUST00000006221,ENSMUST00000109578,ENSMUST00000132017,ENSMUST00000132146,ENSMUST00000153159,ENSMUST00000143932,ENSMUST00000153411	True	3983.49	81856	15.89	2.4484894120796463	False	13.441510587920355
ENSMUSG00000054604	ENSMUST00000067744,ENSMUST00000136532	ENSMUST00000067744,ENSMUST00000136532	True	4425.00	7512	17.07	12.728288639571131	False	4.341711360428869
ENSMUSG00000069633	ENSMUST00000004686,ENSMUST00000111081,ENSMUST00000118194	ENSMUST00000004686,ENSMUST00000111081	False	1739.04	10576	4.08	1.0679999301756486	False	3.012000069824351
ENSMUSG00000022895	ENSMUST00000023612,ENSMUST00000140544,ENSMUST00000143554,ENSMUST00000145509,ENSMUST00000155226	ENSMUST00000023612	False	1800.15	19154	6.44	0.6857009199327884	False	5.754299080067212
ENSMUSG00000040563	ENSMUST00000046371	ENSMUST00000046371	True	2622.00	11875	44.35	11.524665152041363	False	32.825334847958636
ENSMUSG00000051391	ENSMUST00000055808,ENSMUST00000126192,ENSMUST00000126639,ENSMUST00000129581	ENSMUST00000055808,ENSMUST00000129581,ENSMUST00000126639,ENSMUST00000126192	True	3497.71	26208	211.18	34.63388639741051	False	176.54611360258951
ENSMUSG00000039563	ENSMUST00000044964,ENSMUST00000122882,ENSMUST00000149687,ENSMUST00000151434	ENSMUST00000149687,ENSMUST00000122882,ENSMUST00000151434,ENSMUST00000044964	True	929.71	17243	0.75	0.09140345940074904	False	0.658596540599251
ENSMUSG00000043251	ENSMUST00000057855	ENSMUST00000057855	True	2497.00	6178	0.40	0.19133253283187707	False	0.20866746716812296
ENSMUSG00000041528	ENSMUST00000047746,ENSMUST00000159136,ENSMUST00000159306,ENSMUST00000159372,ENSMUST00000159523,ENSMUST00000159526,ENSMUST00000160249,ENSMUST00000160649,ENSMUST00000160841,ENSMUST00000161673,ENSMUST00000161828,ENSMUST00000162123,ENSMUST00000162152,ENSMUST00000162355,ENSMUST00000162516,ENSMUST00000162753,ENSMUST00000174504,ENSMUST00000178267	ENSMUST00000160249,ENSMUST00000162355,ENSMUST00000161673,ENSMUST00000159523,ENSMUST00000159306,ENSMUST00000160649,ENSMUST00000159526,ENSMUST00000159136,ENSMUST00000162123,ENSMUST00000162753,ENSMUST00000160841,ENSMUST00000161828,ENSMUST00000174504,ENSMUST00000162516,ENSMUST00000159372,ENSMUST00000178267,ENSMUST00000047746	False	946.01	31813	33.00	8.752365602499726	False	24.247634397500274
ENSMUSG00000022978	ENSMUST00000099554,ENSMUST00000129171,ENSMUST00000147546	ENSMUST00000099554,ENSMUST00000129171,ENSMUST00000147546	True	1788.14	8093	1.20	0.503090792082258	False	0.6969092079177419
ENSMUSG00000032572	ENSMUST00000121963,ENSMUST00000132474,ENSMUST00000137847,ENSMUST00000149207	ENSMUST00000149207,ENSMUST00000121963	False	1173.00	107330	0.78	0.015908031348654074	False	0.764091968651346
ENSMUSG00000040760	ENSMUST00000036570,ENSMUST00000141599,ENSMUST00000142261,ENSMUST00000142645	ENSMUST00000036570,ENSMUST00000141599,ENSMUST00000142645,ENSMUST00000142261	True	7642.00	52245	10.93	2.2197812836073676	False	8.710218716392632
ENSMUSG00000042425	ENSMUST00000044702,ENSMUST00000141660	ENSMUST00000141660,ENSMUST00000044702	True	1191.29	93205	3.26	0.07327542533774117	False	3.1867245746622586
ENSMUSG00000086914	ENSMUST00000146938	ENSMUST00000146938	True	516.00	14221	1.64	0.064649045737113	False	1.575350954262887
ENSMUSG00000009566	ENSMUST00000028148,ENSMUST00000123171,ENSMUST00000127812,ENSMUST00000130164,ENSMUST00000132327,ENSMUST00000142186,ENSMUST00000143743,ENSMUST00000146498,ENSMUST00000149491,ENSMUST00000156792	ENSMUST00000028148,ENSMUST00000130164,ENSMUST00000132327,ENSMUST00000142186,ENSMUST00000123171	False	417.73	21537	2.67	0.19514569970402754	False	2.474854300295972
ENSMUSG00000041225	ENSMUST00000062584,ENSMUST00000077128,ENSMUST00000181989,ENSMUST00000182038,ENSMUST00000182066,ENSMUST00000182101,ENSMUST00000182178,ENSMUST00000182213,ENSMUST00000182322,ENSMUST00000182343,ENSMUST00000182383,ENSMUST00000182559,ENSMUST00000182572,ENSMUST00000182614,ENSMUST00000182921	ENSMUST00000182066,ENSMUST00000077128,ENSMUST00000182213,ENSMUST00000182559,ENSMUST00000062584,ENSMUST00000182383,ENSMUST00000182343,ENSMUST00000182101,ENSMUST00000182921,ENSMUST00000182614,ENSMUST00000182322,ENSMUST00000182038,ENSMUST00000181989,ENSMUST00000182178,ENSMUST00000182572	True	2254.36	111672	15.89	2.516886865072733	False	13.373113134927268
ENSMUSG00000022015	ENSMUST00000022592	ENSMUST00000022592	True	2236.00	30599	0.15	0.012876808477786165	False	0.13712319152221383
ENSMUSG00000042606	ENSMUST00000037248,ENSMUST00000129746,ENSMUST00000132808,ENSMUST00000138793,ENSMUST00000146120,ENSMUST00000150942	ENSMUST00000037248,ENSMUST00000150942,ENSMUST00000129746,ENSMUST00000132808,ENSMUST00000138793,ENSMUST00000146120	True	981.04	3406	11.87	9.6402784941226	False	2.2297215058774
ENSMUSG00000048520	ENSMUST00000051358,ENSMUST00000115234,ENSMUST00000137788,ENSMUST00000153598	ENSMUST00000051358,ENSMUST00000137788,ENSMUST00000115234	False	2143.00	161788	0.05	0.002435393617646419	False	0.04756460638235358
ENSMUSG00000016526	ENSMUST00000016670	ENSMUST00000016670	True	2072.00	10886	2.33	0.518793278593499	False	1.811206721406501
ENSMUSG00000095730	ENSMUST00000170922	ENSMUST00000170922	True	2559.00	16002	0.58	0.13953041004041664	False	0.4404695899595833
ENSMUSG00000002732	ENSMUST00000002809,ENSMUST00000147355,ENSMUST00000154097,ENSMUST00000176815	ENSMUST00000002809,ENSMUST00000176815,ENSMUST00000147355	False	780.54	10073	1.20	0.15646479206265415	False	1.0435352079373459
ENSMUSG00000044583	ENSMUST00000060719,ENSMUST00000112161,ENSMUST00000112164,ENSMUST00000137492,ENSMUST00000145284,ENSMUST00000149507	ENSMUST00000112161,ENSMUST00000060719,ENSMUST00000112164,ENSMUST00000145284,ENSMUST00000137492	False	2458.20	25630	1.73	0.6149316622891593	False	1.1150683377108406
ENSMUSG00000000902	ENSMUST00000000925,ENSMUST00000121304,ENSMUST00000133189,ENSMUST00000140388,ENSMUST00000140408,ENSMUST00000146555	ENSMUST00000000925,ENSMUST00000133189,ENSMUST00000140408,ENSMUST00000121304,ENSMUST00000140388,ENSMUST00000146555	True	2052.57	24849	13.88	4.635375195655493	False	9.244624804344507
ENSMUSG00000052301	ENSMUST00000064110,ENSMUST00000137873,ENSMUST00000139174,ENSMUST00000141805,ENSMUST00000147257,ENSMUST00000152051,ENSMUST00000152406,ENSMUST00000176771	ENSMUST00000141805,ENSMUST00000064110,ENSMUST00000152051,ENSMUST00000147257,ENSMUST00000139174,ENSMUST00000137873,ENSMUST00000176771	False	1589.41	5290	6.62	6.6786828886306555	False	0.058682888630655405
ENSMUSG00000030518	ENSMUST00000119118,ENSMUST00000133883,ENSMUST00000144535,ENSMUST00000148459,ENSMUST00000149851	ENSMUST00000119118,ENSMUST00000133883,ENSMUST00000149851,ENSMUST00000148459,ENSMUST00000144535	True	2402.76	400480	27.35	0.4079751993350087	False	26.942024800664992
ENSMUSG00000017713	ENSMUST00000033230,ENSMUST00000138354,ENSMUST00000153989	ENSMUST00000033230,ENSMUST00000153989	False	1770.00	5530	0.19	0.14250179479630337	False	0.04749820520369663
ENSMUSG00000022350	ENSMUST00000022976	ENSMUST00000022976	True	4032.00	42171	16.99	1.924725458206503	False	15.065274541793496
ENSMUSG00000067356	ENSMUST00000169657	ENSMUST00000169657	True	1375.00	1375	2.15	2.4835040067651515	False	0.3335040067651516
ENSMUSG00000056167	ENSMUST00000070117	ENSMUST00000070117	True	2979.00	54307	5.57	0.3603501201757603	False	5.20964987982424
ENSMUSG00000079666	ENSMUST00000115447,ENSMUST00000128151,ENSMUST00000156282	ENSMUST00000156282	False	1050.00	41317	0.55	0.015894081637573672	False	0.5341059183624264
ENSMUSG00000052139	ENSMUST00000063813,ENSMUST00000071531,ENSMUST00000080598,ENSMUST00000114507,ENSMUST00000114514,ENSMUST00000114515,ENSMUST00000125589,ENSMUST00000128132,ENSMUST00000130719,ENSMUST00000131995,ENSMUST00000135978,ENSMUST00000147592,ENSMUST00000152211,ENSMUST00000155155,ENSMUST00000155888	ENSMUST00000114515,ENSMUST00000063813,ENSMUST00000071531,ENSMUST00000131995,ENSMUST00000114507	False	1177.34	387279	7.67	0.09427902072844514	False	7.575720979271555
ENSMUSG00000038388	ENSMUST00000036225,ENSMUST00000036236,ENSMUST00000166318,ENSMUST00000167063,ENSMUST00000167319,ENSMUST00000167628,ENSMUST00000171601	ENSMUST00000166318,ENSMUST00000036236,ENSMUST00000036225,ENSMUST00000171601,ENSMUST00000167628,ENSMUST00000167063,ENSMUST00000167319	True	1831.56	88699	41.34	4.1030992040392755	False	37.23690079596073
ENSMUSG00000024197	ENSMUST00000019726	ENSMUST00000019726	True	2159.00	15398	0.42	0.06823699400126057	False	0.35176300599873944
ENSMUSG00000040479	ENSMUST00000028667,ENSMUST00000099709,ENSMUST00000111303,ENSMUST00000124427,ENSMUST00000126473,ENSMUST00000128152,ENSMUST00000128902,ENSMUST00000130023,ENSMUST00000134103,ENSMUST00000138894,ENSMUST00000142090,ENSMUST00000142231,ENSMUST00000148297	ENSMUST00000128152,ENSMUST00000099709,ENSMUST00000028667,ENSMUST00000111303,ENSMUST00000142231,ENSMUST00000134103,ENSMUST00000138894,ENSMUST00000128902,ENSMUST00000148297,ENSMUST00000130023,ENSMUST00000124427,ENSMUST00000142090,ENSMUST00000126473	True	1721.32	43041	15.91	4.262930657347297	False	11.647069342652703
ENSMUSG00000091523	ENSMUST00000165610	ENSMUST00000165610	True	1042.00	2313	1.32	0.6813963901630415	False	0.6386036098369585
ENSMUSG00000028643	ENSMUST00000030395,ENSMUST00000097908,ENSMUST00000106345	ENSMUST00000030395,ENSMUST00000106345,ENSMUST00000097908	True	758.71	5993	2.93	1.1615176327061727	False	1.7684823672938275
ENSMUSG00000020003	ENSMUST00000020182,ENSMUST00000125942,ENSMUST00000134220,ENSMUST00000166511	ENSMUST00000020182,ENSMUST00000125942,ENSMUST00000166511	False	1822.67	53790	3.15	0.2685872274108922	False	2.881412772589108
ENSMUSG00000020228	ENSMUST00000020449,ENSMUST00000148241,ENSMUST00000154501	ENSMUST00000020449,ENSMUST00000148241,ENSMUST00000154501	True	3215.57	29380	2.14	0.5498541854010528	False	1.5901458145989473
ENSMUSG00000024776	ENSMUST00000054956,ENSMUST00000119603,ENSMUST00000125232,ENSMUST00000129535,ENSMUST00000130756	ENSMUST00000054956,ENSMUST00000129535,ENSMUST00000125232,ENSMUST00000119603,ENSMUST00000130756	True	1789.00	48105	2.77	0.2702957336282861	False	2.499704266371714
ENSMUSG00000056413	ENSMUST00000110865,ENSMUST00000123748,ENSMUST00000126762,ENSMUST00000151450,ENSMUST00000156815	ENSMUST00000151450,ENSMUST00000110865,ENSMUST00000126762,ENSMUST00000123748,ENSMUST00000156815	True	2081.38	53747	19.02	2.587831214801904	False	16.432168785198094
ENSMUSG00000086638	ENSMUST00000130089,ENSMUST00000139042	ENSMUST00000139042,ENSMUST00000130089	True	994.00	6370	1.04	0.20618391554776497	False	0.8338160844522351
ENSMUSG00000081615	ENSMUST00000121549	ENSMUST00000121549	True	1098.00	1989	0.63	0.39619654360158757	False	0.23380345639841243
ENSMUSG00000097305	ENSMUST00000180839	ENSMUST00000180839	True	2782.00	28433	0.33	0.06005025866602334	False	0.26994974133397664
ENSMUSG00000062931	ENSMUST00000041264,ENSMUST00000156218	ENSMUST00000041264,ENSMUST00000156218	True	2057.56	16431	6.32	1.81449625733621	False	4.50550374266379
ENSMUSG00000032307	ENSMUST00000059555,ENSMUST00000121677,ENSMUST00000122441,ENSMUST00000148468	ENSMUST00000059555,ENSMUST00000121677,ENSMUST00000122441,ENSMUST00000148468	True	2430.01	58676	10.80	1.387795275861243	False	9.412204724138757
ENSMUSG00000039474	ENSMUST00000043964,ENSMUST00000166339,ENSMUST00000167937	ENSMUST00000043964,ENSMUST00000166339,ENSMUST00000167937	True	1910.29	23102	9.30	1.9898149065610855	False	7.310185093438915
ENSMUSG00000074006	ENSMUST00000098281	ENSMUST00000098281	True	2143.00	2144	0.37	0.4288125370464011	False	0.0588125370464011
ENSMUSG00000086814	ENSMUST00000152302	ENSMUST00000152302	True	766.00	1131	0.31	0.2322531462492065	False	0.07774685375079349
ENSMUSG00000090266	ENSMUST00000106370,ENSMUST00000128784,ENSMUST00000132593,ENSMUST00000140869,ENSMUST00000143184,ENSMUST00000175930,ENSMUST00000176765,ENSMUST00000176799	ENSMUST00000106370,ENSMUST00000175930,ENSMUST00000176799,ENSMUST00000140869,ENSMUST00000143184	False	1107.15	10986	6.88	3.3952594023225067	False	3.4847405976774932
ENSMUSG00000021339	ENSMUST00000021772	ENSMUST00000021772	True	2035.00	32897	2.70	0.19562934480324612	False	2.504370655196754
ENSMUSG00000040473	ENSMUST00000054865,ENSMUST00000061008,ENSMUST00000124734,ENSMUST00000132510,ENSMUST00000135252,ENSMUST00000148193,ENSMUST00000148347,ENSMUST00000150140,ENSMUST00000155048	ENSMUST00000054865,ENSMUST00000155048,ENSMUST00000124734,ENSMUST00000148347,ENSMUST00000132510,ENSMUST00000061008,ENSMUST00000135252	False	1690.73	84962	8.47	0.42974841539384084	False	8.04025158460616
ENSMUSG00000026134	ENSMUST00000027312	ENSMUST00000027312	True	1965.00	215986	3.03	0.03222882581652558	False	2.997771174183474
ENSMUSG00000026857	ENSMUST00000041830,ENSMUST00000126037,ENSMUST00000127566,ENSMUST00000128303,ENSMUST00000128509,ENSMUST00000129712,ENSMUST00000138889,ENSMUST00000143970,ENSMUST00000152374	ENSMUST00000041830,ENSMUST00000138889,ENSMUST00000152374,ENSMUST00000128509,ENSMUST00000126037,ENSMUST00000129712,ENSMUST00000128303,ENSMUST00000127566,ENSMUST00000143970	True	1010.92	15208	6.03	1.1486130660916751	False	4.881386933908325
ENSMUSG00000025068	ENSMUST00000026050,ENSMUST00000130157,ENSMUST00000143694	ENSMUST00000026050,ENSMUST00000130157,ENSMUST00000143694	True	1169.96	9821	11.43	2.1664741860336076	False	9.263525813966393
ENSMUSG00000044595	ENSMUST00000061522,ENSMUST00000124038,ENSMUST00000155827	ENSMUST00000155827,ENSMUST00000061522,ENSMUST00000124038	True	1451.00	2544	0.23	0.4646432342120034	False	0.23464323421200337
ENSMUSG00000087088	ENSMUST00000148687	ENSMUST00000148687	True	1865.00	34920	1.93	0.12035661324529326	False	1.8096433867547066
ENSMUSG00000022550	ENSMUST00000159005,ENSMUST00000159049,ENSMUST00000159949,ENSMUST00000160094,ENSMUST00000160296,ENSMUST00000160410,ENSMUST00000160784,ENSMUST00000161311,ENSMUST00000161612,ENSMUST00000161732,ENSMUST00000161783,ENSMUST00000162139,ENSMUST00000162254,ENSMUST00000162503	ENSMUST00000162503,ENSMUST00000161732,ENSMUST00000161783,ENSMUST00000160784,ENSMUST00000159949,ENSMUST00000161311,ENSMUST00000160296,ENSMUST00000161612,ENSMUST00000160410,ENSMUST00000162254,ENSMUST00000162139,ENSMUST00000159049,ENSMUST00000160094	False	662.76	19459	11.77	3.496257869244762	False	8.273742130755238
ENSMUSG00000057396	ENSMUST00000052716	ENSMUST00000052716	True	3482.00	20128	2.49	0.508965323326026	False	1.9810346766739744
ENSMUSG00000079110	ENSMUST00000028748,ENSMUST00000028749,ENSMUST00000090028,ENSMUST00000110716,ENSMUST00000110719,ENSMUST00000110721,ENSMUST00000124129,ENSMUST00000125238,ENSMUST00000139336,ENSMUST00000141181,ENSMUST00000145993,ENSMUST00000151342,ENSMUST00000151924	ENSMUST00000028749,ENSMUST00000110721,ENSMUST00000110716,ENSMUST00000028748,ENSMUST00000090028,ENSMUST00000110719,ENSMUST00000139336,ENSMUST00000125238,ENSMUST00000141181,ENSMUST00000151342	False	1224.29	41347	1.96	0.44153487397745306	False	1.518465126022547
ENSMUSG00000019988	ENSMUST00000020163	ENSMUST00000020163	True	3534.00	37675	1.10	0.12201381279727724	False	0.9779861872027229
ENSMUSG00000024963	ENSMUST00000025915,ENSMUST00000179118	ENSMUST00000179118,ENSMUST00000025915	True	840.00	4662	4.71	1.8875425421842689	False	2.822457457815731
ENSMUSG00000093798	ENSMUST00000177767	ENSMUST00000177767	True	756.00	1941	28.41	136.6847457454565	False	108.2747457454565
ENSMUSG00000073599	ENSMUST00000097618,ENSMUST00000123973,ENSMUST00000124237,ENSMUST00000133064,ENSMUST00000134656,ENSMUST00000143684	ENSMUST00000097618,ENSMUST00000133064,ENSMUST00000134656,ENSMUST00000123973	False	854.20	9271	4.49	1.5158331894962906	False	2.97416681050371
ENSMUSG00000020074	ENSMUST00000020268	ENSMUST00000020268	True	4478.00	48359	27.91	3.066273187953282	False	24.843726812046718
ENSMUSG00000021752	ENSMUST00000022272,ENSMUST00000170111	ENSMUST00000022272,ENSMUST00000170111	True	2280.06	9669	2.31	1.0459318309755221	False	1.264068169024478
ENSMUSG00000034354	ENSMUST00000040448,ENSMUST00000109943,ENSMUST00000123506,ENSMUST00000128256,ENSMUST00000130716,ENSMUST00000144242,ENSMUST00000155566	ENSMUST00000155566,ENSMUST00000040448,ENSMUST00000123506,ENSMUST00000130716,ENSMUST00000128256,ENSMUST00000144242,ENSMUST00000109943	True	4114.12	113996	12.23	2.5646597885710016	False	9.665340211429
ENSMUSG00000049336	ENSMUST00000057207,ENSMUST00000102801,ENSMUST00000128501,ENSMUST00000146113,ENSMUST00000149787,ENSMUST00000155147,ENSMUST00000157030,ENSMUST00000163524	ENSMUST00000102801,ENSMUST00000057207,ENSMUST00000157030,ENSMUST00000128501,ENSMUST00000155147,ENSMUST00000146113,ENSMUST00000149787,ENSMUST00000163524	True	6160.22	1229309	33.95	0.615931571301955	False	33.334068428698046
ENSMUSG00000055188	ENSMUST00000124018,ENSMUST00000133616	ENSMUST00000124018,ENSMUST00000133616	True	776.33	2536	1.98	1.2947471826096835	False	0.6852528173903165
ENSMUSG00000024873	ENSMUST00000025805	ENSMUST00000025805	True	1237.00	5654	125.45	31.61524387540567	False	93.83475612459434
